title,artist,nationality,gender,artist_birth_date,artist_death_date,artwork_begin_date,artwork_end_date,moma_department
Un coup de dés jamais n'abolira le hasard (A throw of the dice will never abolish chance),Marcel Broodthaers,Belgian,Male,1924,1976,1969,1969,Prints & Illustrated Books
"Rooster (plate, folio 18) from A Little Book of Natural History",Leonard Baskin,American,Male,1922,2000,1951,1951,Prints & Illustrated Books
Untitled (After Joan Miró),Sherrie Levine,American,Female,1947,,1985,1985,Drawings
Plate (folio 58) from TRES POEMAS/THREE POEMS,Robert Motherwell,American,Male,1915,1991,1967,1987,Prints & Illustrated Books
"Competition for Chairs and Tables, Festival of Misfits, ICA, London, October 23- November 8, 1962",Daniel Spoerri,Swiss,Male,1930,,1962,1962,Prints & Illustrated Books
Plate (folio 22) from MADRIGAUX,Raoul Dufy,French,Male,1877,1953,1920,1920,Prints & Illustrated Books
HEURTOIR. 20 RUE DE VARENNE,Eugène Atget,French,Male,1857,1927,1911,1911,Photography
Unused preparatory drawing for In Memory of My Feelings,Niki de Saint Phalle,French,Female,1930,2002,1967,1967,Prints & Illustrated Books
"Western Addition, San Francisco, California",Dorothea Lange,American,Female,1895,1965,1951,1951,Photography
"""J""",Otto Treumann,Dutch,Male,1919,,1959,1959,Architecture & Design
Tailpiece (back cover) from Phantastische Gebete,Jean (Hans) Arp,French,Male,1886,1966,1916,1916,Prints & Illustrated Books
Do Not Abandon Me,Louise Bourgeois,American,Female,1911,2010,1999,1999,Prints & Illustrated Books
"Cementerio de la Ciudad Abierta, Ritoque, Chile",Juan Baixas,Chilean,Male,1942,,1975,1975,Architecture & Design
Door Handle (model FSB 1046),Johannes Potente,German,Male,1908,1987,1956,1956,Architecture & Design
Maine,Max Weber,American,Male,1881,1961,1914,1914,Drawings
Grocer and Hardware Dealer,August Sander,German,Male,1876,1964,1929,1929,Photography
"Clem with Bebe, Lexington",Nicholas Nixon,American,Male,1947,,1996,1996,Photography
Untitled from Reconstructions,Huma Bhabha,American,Female,1962,,2007,2007,Prints & Illustrated Books
"IIT Master Plan, Chicago, Illinois (Exterior perspective sketch, structural detail)",Ludwig Mies van der Rohe,American,Male,1886,1969,1939,1940,Architecture & Design
Color separation for Figure in Red (Personnage au costume rouge),Jean Dubuffet,French,Male,1901,1985,1961,1961,Prints & Illustrated Books
Untitled. (squinting teenage boy in denim vest),Michael Schmidt,German,Male,1945,2014,1983,1983,Photography
"June 11, 1973",Melissa Shook,American,Female,1939,,1973,1973,Photography
"Banco Pinto & Sotto Mayor, Oliveira de Azeméis, Portugal (Perspective sketches)",Álvaro Siza,Portuguese,Male,1933,,1971,1974,Architecture & Design
Machine Gun,Pino Pascali,Italian,Male,1935,1968,1966,1966,Painting & Sculpture
The Clerical Calavera (La Calavera clerical),José-Guadalupe Posada,Mexican,Male,1852,1913,1902,1902,Prints & Illustrated Books
British World War II Poster,Unknown,Nationality Unknown,Other/Unknown,,,1939,1945,Architecture & Design
"""The Hull that Carries the Hopes of British Yachtsmen""",Times Wide World Photos,American,Other/Unknown,1919,1941,1934,1934,Photography
Rug,John Ferren,American,Male,1905,1970,1942,1942,Architecture & Design
Warsaw,Henri Cartier-Bresson,French,Male,1908,2004,1931,1931,Photography
(Striped tent),Toshio Matsumoto,Japanese,Male,1932,2017,1935,1959,Photography
Musée–Museum,Marcel Broodthaers,Belgian,Male,1924,1976,1972,1972,Prints & Illustrated Books
Study for Sculpture,Julio González,Spanish,Male,1876,1942,1937,1937,Drawings
"Clara, Bess, and baby (plate, facing page 87) from Porgy & Bess",Kara Walker,American,Female,1969,,2013,2013,Prints & Illustrated Books
Digits from the Wildwood,James Rosenquist,American,Male,1933,2017,1984,1984,Drawings
"Flight to Pagan, Burma",Leo Rubinfien,American,Male,1953,,1980,1980,Photography
In-text plate (folio 8 verso) from FRAGMENTS,Marcel Mathys,Swiss,Male,1933,,1980,1987,Prints & Illustrated Books
Pictorial initial V (page 224) from LES PETITES FLEURS,Émile Bernard,French,Male,1868,1941,1928,1928,Prints & Illustrated Books
CORRUGATED IRON ROOF,Brett Weston,American,Male,1911,1993,1925,1925,Photography
Set design for Cuckold's Fair,Joan Junyer,American,Male,1904,1994,1943,1943,Drawings
Study for Labyrinth for White Mice,Luis Fernando Benedit,Argentine,Male,1937,2011,1972,1972,Drawings
Spiraling Eyes,Louise Bourgeois,American,Female,1911,2010,1999,1999,Prints & Illustrated Books
Green Curves from the series Line Form Color,Ellsworth Kelly,American,Male,1923,2015,1951,1951,Drawings
Glen Baxter Presents...,Glen Baxter,British,Male,,,1984,1984,Prints & Illustrated Books
"Duplicate of plate from page 239 (plate 28, 1st supplementary suite) from LE SATYRICON",André Derain,French,Male,1880,1954,1934,1951,Prints & Illustrated Books
"Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])",Marcel Duchamp,American,Male,1887,1968,1934,1934,Prints & Illustrated Books
The Clash,Unknown,Nationality Unknown,Other/Unknown,,,1980,1980,Architecture & Design
"Pittsburgh, Pennsylvania",Lee Friedlander,American,Male,1934,,1980,1980,Photography
Untitled from Favorite Objects,Christian Boltanski,French,Male,1944,,1998,1998,Prints & Illustrated Books
Untitled (Para Ti),Dr. Lakra (Jerónimo López Ramírez),Mexican,Male,1970,,2003,2003,Drawings
Flux Clippings,Ken Friedman,American,Male,1939,,1969,1969,Prints & Illustrated Books
Close No. 118 High Street,Thomas Annan,British,Male,1829,1887,1868,1868,Photography
2 Shoes (for PARKETT no. 32),Sherrie Levine,American,Female,1947,,1992,1992,Prints & Illustrated Books
"BJØRNØYA, BARENTS SEA",Stuart Klipper,American,Male,1941,,1981,1981,Photography
Poster of the French National Railroad,Album-miscellaneous,Various,Other/Unknown,,,1900,1943,Architecture & Design
Plate (folio 42) from XXXIII SONNETS,Jean Piaubert,French,Male,1900,2002,1950,1950,Prints & Illustrated Books
"CIRCE (plate, facing page 274) from ULYSSES",Henri Matisse,French,Male,1869,1954,1934,1935,Prints & Illustrated Books
"Les forêts de Port Cros (in-text plate, page 16) from Fautrier l'enragé",Jean Fautrier,French,Male,1898,1964,1949,1949,Prints & Illustrated Books
UN COIN DE LA RUE SAINT SEVERIN,Eugène Atget,French,Male,1857,1927,1903,1904,Photography
Test Stone #2 (Lindbergh) from Booster and 7 Studies,Robert Rauschenberg,American,Male,1925,2008,1967,1967,Prints & Illustrated Books
Pictorial initial L (page 93) from REVENAR,Max Jiménez,Costa Rican,Male,1908,1949,1936,1936,Prints & Illustrated Books
from ORPHEUS,Varujan Boghosian,American,Male,1926,,1951,1951,Prints & Illustrated Books
"""Bauhaus 1919-1928,"" The Museum of Modern Art, New York, December 7, 1938-January 30, 1939, Exhibition floor plan",Herbert Bayer,American,Male,1900,1985,1938,1938,Architecture & Design
Postal Dossier (Dossier postale),Alighiero Boetti,Italian,Male,1940,1994,1969,1970,Prints & Illustrated Books
Houses,Paul Strand,American,Male,1890,1976,1950,1950,Photography
Hubbe-related Study,Ludwig Mies van der Rohe,American,Male,1886,1969,1934,1935,Architecture & Design
"Arbres, Bagatelle",Eugène Atget,French,Male,1857,1927,1922,1922,Photography
"High-relief #11: Builders. A supervisor (Lev M. Kaplan, b. 1929) and two construction site workers (Tatyana M. Zakharova, b. 1931; Lev N. Smorgon, b. 1929)",Liisa Roberts,American,Female,1969,,2015,2015,Photography
GIUSEPPE GARIBALDI (1807-82),J. Deplanque,French,Other/Unknown,,,1858,1870,Photography
In-text plate (folio 35) from THE DONKEY AND THE DARLING,Larry Rivers,American,Male,1923,2002,1968,1977,Prints & Illustrated Books
Gee!! I Wish I Were a Man,Howard Chandler Christy,American,Male,1872,1952,1917,1917,Architecture & Design
Feltron Annual Reports,Nicholas Felton,American,Male,1977,,2008,2008,Architecture & Design
Gray Instrumentation Id from Gray Instrumentation I,Josef Albers,American,Male,1888,1976,1974,1974,Prints & Illustrated Books
"Les toits de Paris from the portfolio Bayard: XXV Calotypes, 1842-1850",Hippolyte Bayard,French,Male,1801,1887,1842,1850,Photography
1903 from the portfolio Color Guard Etcetera,Juan Hidalgo,Spanish,Male,1927,,1991,1991,Prints & Illustrated Books
Plate (folio 12) from 5 CONSTRUCTIONEN + 5 COMPOSITIONEN,Richard Paul Lohse,Swiss,Male,1902,1988,1941,1941,Prints & Illustrated Books
PUMPKINS,Inagaki Tomoo,Japanese,Male,1902,1980,1949,1949,Prints & Illustrated Books
"Campesino, Venezuela",Dorothea Lange,American,Female,1895,1965,1960,1960,Photography
Untitled,Brion Gysin,American,Male,1916,1986,1962,1962,Drawings
"7 August 2001--7 June 2004 The Museum of Modern Art, New York",Michael Wesely,German,Male,1963,,2001,2004,Photography
"Untitled (Edward and Clara Smith Steichen On Their Honeymoon),",Edward Steichen,American,Male,1879,1973,1903,1903,Photography
"Greenwood, Mississippi",William Eggleston,American,Male,1939,,1973,1973,Photography
"THE CAT METAMORPHOSED INTO A WOMAN (plate 25, 1st supplementary suite) from FABLES",Marc Chagall,French,Male,1887,1985,1927,1952,Prints & Illustrated Books
Nude,Clarence H. White,American,Male,1871,1925,1908,1908,Photography
The Star of Bethlehem,Theodore Marston,American,Male,1868,1920,1912,1912,Film
Untitled (fence and gate),Janusz Lesniak,Polish,Other/Unknown,1947,,1976,1987,Photography
Pr6nt A,Keith Milow,British,Male,1945,,1969,1969,Prints & Illustrated Books
First state of plate 26 (folio 54) from QUATRE HISTOIRES DE BLANC ET NOIR,František Kupka,Czech,Male,1871,1957,1926,1926,Prints & Illustrated Books
Dramatic Theme (Thème dramatique) from the portfolio Theater of the Earth (Théâtre du sol) from Phenomena (Les Phénomènes),Jean Dubuffet,French,Male,1901,1985,1959,1959,Prints & Illustrated Books
Mai-Mai Sze,Edward Steichen,American,Male,1879,1973,1934,1934,Photography
"Untitled, plate 8 of 12, from the portfolio, Anatomy",Louise Bourgeois,American,Female,1911,2010,1989,1989,Prints & Illustrated Books
Untitled from Favorite Objects,Christian Boltanski,French,Male,1944,,1998,1998,Prints & Illustrated Books
"Ancien hôtel des Juifs, 20 rue Ferdinand-Duval",Eugène Atget,French,Male,1857,1927,1910,1910,Photography
"Variant of plate from page 256 (supplementary suite, plate 22) from L'ODYSSÉE",Émile Bernard,French,Male,1868,1941,1930,1930,Prints & Illustrated Books
"HEAD WITH SEISMIC LINE, plate 25 (supplementary suite) from DREAMS AND PROJECTS",Jean (Hans) Arp,French,Male,1886,1966,1952,1952,Prints & Illustrated Books
Surface Series from Currents,Robert Rauschenberg,American,Male,1925,2008,1970,1970,Prints & Illustrated Books
Colored Rhythm: Study for the Film,Léopold Survage,French,Male,1879,1968,1913,1913,Drawings
Untitled #1B,Tomma Abts,German,Female,1967,,2013,2013,Drawings
"Untitled, no. 16 of 24, from the series, Lullaby",Louise Bourgeois,American,Female,1911,2010,2006,2006,Prints & Illustrated Books
"View over Soho, Lower Manhattan",Philip Pearlstein,American,Male,1924,,1978,1978,Prints & Illustrated Books
Carriage,Roman Signer,Swiss,Male,1938,,1982,1982,Media and Performance Art
Untitled,Rosemarie Trockel,German,Female,1952,,1994,1994,Drawings
"Artist's Proof for the cover of Harpers, January, 1960",Robert Brownjohn,American,Male,1925,1970,1960,1960,Architecture & Design
Blind Boy,Charles Harbutt,American,Male,1935,2015,1961,1961,Photography
Information,Max Bill,Swiss,Male,1908,1994,1930,1930,Architecture & Design
Highrise of Homes project,James Wines,American,Male,1932,,1981,1981,Architecture & Design
Light Switch Plate with Fingerprint,Robert Watts,American,Male,1923,1988,1966,1966,Prints & Illustrated Books
Exposition Vallauris,Pablo Picasso,Spanish,Male,1881,1973,1952,1952,Architecture & Design
As You'd Been Wont - Wantonly/Wantonly/Eros Past from The Way We Live Now,Howard Hodgkin,British,Male,1932,2017,1990,1991,Prints & Illustrated Books
Watermelon and Knife (Cocomero e coltello) from Six Etchings by Giuseppe Viviani (Sei Incisioni di Giuseppe Viviani),Giuseppe Viviani,Italian,Male,1898,1965,1947,1947,Prints & Illustrated Books
Dog in cloud with Japanese text,Yoshitomo Nara,Japanese,Male,1959,,1992,2000,Drawings
"Sculpture Vivante (Living Sculpture), Festival of Misfits, Gallery One, London, October 23- November 8, 1962",Ben Vautier,French,Male,1935,,1962,1962,Prints & Illustrated Books
Ya van desplumados / There they go plucked from Recurrent Goya,Enrique Chagoya,Mexican,Male,1953,,2015,2015,Prints & Illustrated Books
Untitled (Sketch for the Sculpture Metamorphoses 1 [Przemiany 1]),Alina Szapocznikow,Polish,Female,1926,1973,1961,1961,Drawings
starry eyed girl @ table,Yoshitomo Nara,Japanese,Male,1959,,1992,2000,Drawings
Untitled #19,José Antonio Suárez Londoño,Colombian,Male,1955,,1979,1984,Prints & Illustrated Books
"Plate (folio 11) from ""UND ICH, ICH SPIELE...""",Markus Lüpertz,German,Male,1941,,1981,1981,Prints & Illustrated Books
"Wechlin-Tissot & Co, Zürich, Artz- und Spitalbedarf",Max Bill,Swiss,Male,1908,1994,1930,1930,Architecture & Design
"Child and Her Mother, Wapato, Yakima Valley, Washington",Dorothea Lange,American,Female,1895,1965,1939,1939,Photography
"untitled (to the ""innovator"" of Wheeling Peachblow)",Dan Flavin,American,Male,1933,1996,1968,1968,Painting & Sculpture
London Transport poster,Unknown,Nationality Unknown,Other/Unknown,,,1900,1943,Architecture & Design
Century of the Common Man,Hugo Gellert,American,Male,1892,1985,1943,1943,Prints & Illustrated Books
"Lafayette Towers, Detroit, MI",Ludwig Mies van der Rohe,American,Male,1886,1969,1960,1960,Architecture & Design
Tailpiece (folio 13) from LAISSES,René Pierre Tal-Coat,French,Male,1905,1985,1975,1975,Prints & Illustrated Books
"From the ""Up in the Sky"" Photo Series (for Parkett no. 53)",Tracey Moffatt,Australian,Female,1960,,1997,1997,Prints & Illustrated Books
"Cinéma calendrier du coeur abstrait, Maisons (Cinema Calendar of the Abstract Heart, Houses)",Jean (Hans) Arp,French,Male,1886,1966,1920,1920,Prints & Illustrated Books
Westdeutsche Treuhandgesellschaft stationery envelope,Max Burchartz,German,Male,1887,1961,1925,1926,Architecture & Design
CAPTURE OF THE ALHONDIGA DE GRANADITAS,Leopoldo Méndez,Mexican,Male,1902,1969,1931,1931,Prints & Illustrated Books
First Cataract of the Nile near Philas,John B. Greene,American,Male,1832,1856,1855,1856,Photography
"Triplex Apartments, Playa del Rey, CA (Axonometric)",Eric Owen Moss,American,Male,1943,,1976,1976,Architecture & Design
"Wolf House, Gubin, Poland (Sections and elevation: window frames)",Ludwig Mies van der Rohe,American,Male,1886,1969,1925,1927,Architecture & Design
Art & Project Bulletin #144,Peter Struycken,Dutch,Other/Unknown,1939,,1985,1985,Prints & Illustrated Books
"Lafayette Towers, Detroit, MI",Ludwig Mies van der Rohe,American,Male,1886,1969,1960,1960,Architecture & Design
Teapot,Lucie Rie,British,Female,1902,1995,1950,1950,Architecture & Design
Savage Breeze,Helen Frankenthaler,American,Female,1928,2011,1974,1974,Prints & Illustrated Books
"Plate 4 of 9, from the illustrated book, He Disappeared into Complete Silence",Louise Bourgeois,American,Female,1911,2010,1946,1947,Prints & Illustrated Books
Dorothea Lange's Mother,Dorothea Lange,American,Female,1895,1965,1915,1915,Photography
.a) Still Life .b) Untitled,Pavel Tchelitchew,American,Male,1898,1957,1923,1923,Drawings
Untitled from 10 Original Woodcuts Signed by the Popular Painters of Haiti (10 Gravures Originales signées par les peintres populaires d'Haiti),Gabriel Lévêque,Haitian,Male,1923,,1947,1947,Prints & Illustrated Books
Execution Ground (A),Chimei Hamada,Japanese,Male,1917,2018,1954,1954,Prints & Illustrated Books
Plate (folio 3 verso) from GIANT WALL,Jürgen Partenheimer,German,Male,1947,,1990,1990,Prints & Illustrated Books
Untitled,Asger Jorn,Danish,Male,1914,1973,1945,1945,Prints & Illustrated Books
"Tokyo International Forum, Tokyo, Japan (Sketch, transverse section)",Rafael Viñoly,American,Male,1944,,1991,1991,Architecture & Design
B.P. Ethyl for Anti-Knock,Rowe,British,Other/Unknown,,,1900,1937,Architecture & Design
Rakugaki Fabric,Reiko Sudo,Japanese,Female,1953,,1994,1994,Architecture & Design
"Untitled, plate 7 of 14, from the portfolio, Autobiographical Series",Louise Bourgeois,American,Female,1911,2010,1994,1994,Prints & Illustrated Books
In-text plate (page 80) from PARALLÈLEMENT,Pierre Bonnard,French,Male,1867,1947,1900,1900,Prints & Illustrated Books
Man,Uwe Bremer,German,Male,1940,,1968,1968,Prints & Illustrated Books
"Ma Burnham, Conroy, Arkansas",Dorothea Lange,American,Female,1895,1965,1938,1938,Photography
Horseshoe,Louise Bourgeois,American,Female,1911,2010,2002,2002,Prints & Illustrated Books
New England Landscape I,Yasuo Kuniyoshi,American,Male,1889,1953,1927,1927,Prints & Illustrated Books
"Thom and Susan Looking at Petroglyphs, Puget Sound, Washington",Linda Connor,American,Female,1944,,1983,1983,Photography
Plate (folio 8) from LETTRE À UN GENOU,Agustín Fernández,Cuban,Male,1928,2006,1963,1964,Prints & Illustrated Books
Tailpiece (page 25) from CIRQUE,Fernand Léger,French,Male,1881,1955,1950,1950,Prints & Illustrated Books
Columbus on Trial,Lourdes Portillo,Mexican,Female,1944,,1993,1993,Film
"LORD, MASTER OF LIFE AND DEATH (plate, folio 4) from THE SILENT PRAYER",Peter Freudenthal,Swedish,Male,1938,,1977,1977,Prints & Illustrated Books
"Aerial view: Landslide- Debris Flow and Edge of Spirit Lake-- 4 miles NE of Mt. St. Helens, Washington",Frank Gohlke,American,Male,1942,,1983,1983,Photography
Hinged Landscape—Short Distance,Louise Bourgeois,American,Female,1911,2010,1990,1990,Prints & Illustrated Books
"Generator Project, White Oak, Florida, Plan of Menu 25, Ddetail of S.W. Zone II",Cedric Price,British,Male,1934,2003,1978,1980,Architecture & Design
"Chestnut Street, Louisville, Kentucky",Nicholas Nixon,American,Male,1947,,1982,1982,Photography
Rhododendron,Eugène Atget,French,Male,1857,1927,1922,1923,Photography
New York,Aaron Siskind,American,Male,1903,1991,1946,1946,Photography
Art & Project Bulletin #43,Sol LeWitt,American,Male,1928,2007,1971,1971,Prints & Illustrated Books
"No one has seen us (Nadie nos ha visto) (plate 79, folio 79) from Los Caprichos",Francisco de Goya,Spanish,Male,1746,1828,1797,1799,Prints & Illustrated Books
"1¢ Life (plate, page 26) from 1¢ Life",Sam Francis,American,Male,1923,1994,1964,1964,Prints & Illustrated Books
Untitled from Gog,John Armleder,Swiss,Male,1948,,1996,1996,Prints & Illustrated Books
Fluxus Island in Décollage Ocean,Nam June Paik,American,Male,1932,2006,1963,1963,Prints & Illustrated Books
Plate (facing page 62) from LA LÉGENDE ET LA VIE D'UTRILLO,Maurice Utrillo,French,Male,1883,1955,1927,1927,Prints & Illustrated Books
JESUS IS MET BY HIS BLESSED MOTHER: STATION OF THE CROSS IV,E. Powis Jones,American,Male,1919,,1960,1961,Prints & Illustrated Books
MEAUX CATHÉDRAL. PORTE MAUGARNI,Eugène Atget,French,Male,1857,1927,1910,1910,Photography
Tuileries - Lion par Barye,Eugène Atget,French,Male,1857,1927,1911,1911,Photography
Evidence,Olivia Parker,American,Female,1941,,1977,1977,Photography
"Red Soil and Kudzu, near Moundville, Alabama",William Christenberry,American,Male,1936,2016,1980,1980,Photography
Plate (folio 5) from WIZARDS & CABALISTS & MYSTICS & MAGICIANS,Thom O'Connor,American,Male,1937,,1966,1966,Prints & Illustrated Books
Projection of a Dog,Antonio Segui,Argentine,Male,1934,,1966,1966,Prints & Illustrated Books
The Smell of the Feet,Louise Bourgeois,American,Female,1911,2010,1999,1999,Prints & Illustrated Books
Maquettes for a set of red and yellow liturgical vestments,Henri Matisse,French,Male,1869,1954,1950,1950,Drawings
Wounds and Absent Objects,Anish Kapoor,British,Male,1954,,1998,1998,Prints & Illustrated Books
"Baltimore, Maryland",Lee Friedlander,American,Male,1934,,1984,1984,Photography
"Russian Ball, Colony Club, New York City",Larry Fink,American,Male,1941,,1977,1977,Photography
Tailpiece (page 178) from LE MONDE MERVEILLEUX DES INSECTES,Jean Lurçat,French,Male,1892,1966,1950,1950,Prints & Illustrated Books
"Judges Lodgings, now ""Feathers"" Inn, Ludlow",Alfred Capel Cure,British,Male,1826,1896,1858,1858,Photography
Nomads,Tom Kalin,American,Male,1962,,1993,1993,Media and Performance Art
"Untitled (10), only state",Jackson Pollock,American,Male,1912,1956,1944,1945,Prints & Illustrated Books
In-text plate (folio 33) from THE DONKEY AND THE DARLING,Larry Rivers,American,Male,1923,2002,1968,1977,Prints & Illustrated Books
UNTITLED (Rock formation),Ernest Knee,American,Male,1917,1983,1940,1940,Photography
"Winter Landscape with Oak Grove, Wamel",Albert Renger-Patzsch,German,Male,1897,1966,1955,1955,Photography
"ERECHTHEUM AND THE EVENING, ACROPOLIS, ATHENS, plate 1 (folio 8) from AN AEGEAN NOTE-BOOK",Roloff Beny,Canadian,Male,1924,1984,1948,1950,Prints & Illustrated Books
Untitled (Tree),Philip Guston,American,Male,1913,1980,1971,1971,Drawings
"Marine Scene, Twilight",Lyonel Feininger,American,Male,1871,1956,1950,1950,Drawings
Los Desaparecidos,Antonio Frasconi,American,Male,1919,2013,1981,1984,Prints & Illustrated Books
Baudelaire,André Masson,French,Male,1896,1987,1942,1942,Prints & Illustrated Books
Drinks at Julius,Nicole Eisenman,American,Female,1965,,2012,2012,Prints & Illustrated Books
Positive from That Is Right And Other Similarities,Edward Ruscha,American,Male,1937,,1989,1989,Prints & Illustrated Books
Untitled,Carroll Dunham,American,Male,1949,,1996,1996,Prints & Illustrated Books
A  Women's Processional,Dorothea Lange,American,Female,1895,1965,1963,1963,Photography
Jap from Ruminations,Robert Rauschenberg,American,Male,1925,2008,1999,1999,Prints & Illustrated Books
O Melissokomos (The Beekeeper),Théo Angelopoulos,Greek,Male,1935,2012,1986,1986,Film
Untitled from Bands of Color in Four Directions & All Combinations,Sol LeWitt,American,Male,1928,2007,1971,1971,Prints & Illustrated Books
Restringierter Code (Restricted Code),VALIE EXPORT,Austrian,Female,1940,,1979,1979,Media and Performance Art
Untitled from Bye and Bye (Nine Sad Etchings),Trenton Doyle Hancock,American,Male,1974,,2002,2002,Prints & Illustrated Books
Untitled from Ombre,Markus Raetz,Swiss,Male,1941,,2007,2007,Prints & Illustrated Books
"Five Places, Thursday, and Smoke",George Brecht,American,Male,1926,2008,1963,1963,Prints & Illustrated Books
Black Man,Alexander Calder,American,Male,1898,1976,1969,1969,Prints & Illustrated Books
ENTRÉE DU PASSAGE DU PONT NEUF. RUE MAZARINE,Eugène Atget,French,Male,1857,1927,1911,1911,Photography
Night of a Single Life,Masuo Ikeda,Japanese,Male,1934,1997,1966,1966,Prints & Illustrated Books
Vase,Paolo Venini,Italian,Male,1895,1959,1938,1938,Architecture & Design
The Alchemist,Jerome Neuner,American,Male,1945,,2003,2003,Prints & Illustrated Books
"Popocatepetl Volcano, Mexico",Henri Cartier-Bresson,French,Male,1908,2004,1963,1963,Photography
Untitled,John W. Church,American,Male,1934,,1970,1970,Photography
Armored Train in Action,Gino Severini,Italian,Male,1883,1966,1915,1915,Drawings
Vignette (page 300) from LES PETITES FLEURS,Émile Bernard,French,Male,1868,1941,1928,1928,Prints & Illustrated Books
Piccole Note,Anna Maria Maiolino,Brazilian,Female,1942,,1984,1984,Drawings
"""Newt Gingrich Represents You""",Kayrock and Wolfy,American,Male,,,2007,2007,Prints & Illustrated Books
Dance of the Santiagos from Dances of Mexico,Carlos Mérida,Guatemalan,Male,1891,1984,1937,1937,Prints & Illustrated Books
"Glass Skyscraper, project, no intended site known",Ludwig Mies van der Rohe,American,Male,1886,1969,1922,1922,Architecture & Design
Subdivision,Franz Erhard Walther,German,Male,1939,,1969,1969,Painting & Sculpture
"THE TEMPLE OF GOORNEH, THEBES",Francis Frith,British,Male,1822,1898,1857,1857,Photography
"Convention Hall Project, Chicago, IL (Aerial perspective, sections, and perspective sketches)",Ludwig Mies van der Rohe,American,Male,1886,1969,1954,1954,Architecture & Design
Untitled,Unknown,,Other/Unknown,,,1935,1935,Photography
Untitled from Gloria,Alex Katz,American,Male,1927,,2005,2005,Prints & Illustrated Books
Keffieyeh,Tsibi Geva,Israeli,Male,1951,,1992,1992,Prints & Illustrated Books
Keyboard Dances,Philip Corner,American,Male,1933,,1963,1963,Prints & Illustrated Books
Maison,Louise Bourgeois,American,Female,1911,2010,2002,2008,Prints & Illustrated Books
Headpiece (page 114) from L'IMITATION DE JÉSUS-CHRIST,Maurice Denis,French,Male,1870,1943,1893,1903,Prints & Illustrated Books
Sailor's Meat (Sailor's Delight),Paul McCarthy,American,Male,1945,,1975,1975,Media and Performance Art
"Cabinet for Record Player, Records, and Radio, Elevation",Lilly Reich,German,Female,1885,1947,1937,1938,Architecture & Design
"Plate (folio 9, recto) from Chu. Gyo. Kai.",Koshiro Onchi,Japanese,Male,1891,1955,1943,1943,Prints & Illustrated Books
Pressure (Flesh/Red),Tony Oursler,American,Male,1957,,1996,1996,Media and Performance Art
"Ron Bacardi y Compania, S.A., Administration Building, project, Santiago, Cuba (Ground floor plan)",Ludwig Mies van der Rohe,American,Male,1886,1969,1957,1960,Architecture & Design
Post-graduates in telephone construction,Frances Benjamin Johnston,American,Female,1864,1952,1899,1900,Photography
Untitled (page from Sump),Jerome Neuner,American,Male,1945,,1994,1994,Photography
Plate (facing page 140) from DINGO,Pierre Bonnard,French,Male,1867,1947,1924,1924,Prints & Illustrated Books
Untitled (Dots) from an untitled portfolio,David Shrigley,British,Male,1968,,2005,2005,Prints & Illustrated Books
Power Corruption and Lies,Aleksandra Mir,American,Female,1967,,2004,2004,Prints & Illustrated Books
Maldive Tray,Bruno Munari,Italian,Male,1907,1998,1960,1960,Architecture & Design
"Schallplattenschaschlik, at Exposition of Music – Electronic Television, Galerie Parnass, Wuppertal, March 11–20, 1963",Nam June Paik,American,Male,1932,2006,1963,1963,Fluxus Collection
Serving Carts (Elevation sketches),Ludwig Mies van der Rohe,American,Male,1886,1969,1926,1946,Architecture & Design
"SOUTH PORCH OF ST. PETER'S IN THE EAST, MARCH 1859",Alfred Capel Cure,British,Male,1826,1896,1859,1859,Photography
Septet from Lemons,Benjamin Patterson,American,Male,1934,2016,1961,1961,Fluxus Collection
Plate (folio 82) from EL INGENIOSO HIDALGO DON QUIXOTE DE LA MANCHA,Roberto Matta,Chilean,Male,1911,2002,1991,1991,Prints & Illustrated Books
Untitled,Rick Dingus,American,Male,1951,,1982,1982,Photography
RUE SAINT DENIS,Eugène Atget,French,Male,1857,1927,1903,1903,Photography
"Sex, Death and Taxes from God Love the Tragic Artist: Meg Cranston on the Life of Marvin Gaye",Meg Cranston,American,Female,1960,,1995,1995,Drawings
The Haulers (Les Petits haleurs),Jacques Villon,French,Male,1875,1963,1907,1907,Prints & Illustrated Books
Heart of Darkness,Sean Scully,American,Male,1945,,1992,1992,Prints & Illustrated Books
Untitled,Auguste Belloc,French,Male,1800,1867,1858,1858,Photography
Untitled (Alamentosa),Martín Ramírez,Mexican,Male,1895,1963,1953,1953,Drawings
The Barbie Doll Drawings #24,Adrian Piper,American,Female,1948,,1967,1967,Drawings
"Robert H. McCormick House, Elmhurst, IL (Floor plan)",Ludwig Mies van der Rohe,American,Male,1886,1969,1951,1951,Architecture & Design
"""New York City Unfolds"" Map",Stephan Van Dam,American,Male,1959,,1984,1984,Architecture & Design
QUAI D'ORLÉANS AU NUMEROS 20,Eugène Atget,French,Male,1857,1927,1914,1914,Photography
L.A. Zombie,Bruce La Bruce,Canadian,Male,1964,,2010,2010,Film
Head,Roberto Diago,Cuban,Male,1920,1955,1946,1946,Drawings
Souper Dress,Andy Warhol,American,Male,1928,1987,1968,1968,Prints & Illustrated Books
Map of Connecticut and Long Island,Louise Bourgeois,American,Female,1911,2010,2001,2001,Prints & Illustrated Books
